"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag"
"2015-11-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.1",""
"2015-11-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.7",""
"2015-11-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","7.2",""
"2015-11-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.0",""
"2015-11-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.3",""
"2015-11-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","48.9",""
"2015-11-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","46.6",""
"2015-11-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","24.5",""
"2015-11-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","40.3",""
"2015-11-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","38.2",""
"2015-11-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","30.7",""
"2015-11-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.4",""
"2015-11-01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.7",""
"2015-11-01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.4",""
"2015-11-01","Hungary","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.7",""
"2015-11-01","Malta","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.8",""
"2015-11-01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.2",""
"2015-11-01","Austria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.4",""
"2015-11-01","Poland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.2",""
"2015-11-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","32.0",""
"2015-11-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.9",""
"2015-11-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.8",""
"2015-11-01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.8",""
"2015-11-01","Finland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.7",""
"2015-11-01","Sweden","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.4",""
"2015-11-01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.3",""
"2015-11-01","Iceland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","7.6",""
"2015-11-01","Norway","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.8",""
"2015-11-01","Turkey","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","18.4",""
"2015-11-01","USA","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.2",""
"2015-11-01","Japan","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","5.1",""
"2015-12-01","EU-28","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.5",""
"2015-12-01","Belgium","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","24.5",""
"2015-12-01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.5",""
"2015-12-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.8",""
"2015-12-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.1",""
"2015-12-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","7.2",""
"2015-12-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.9",""
"2015-12-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.4",""
"2015-12-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","50.1",""
"2015-12-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","46.4",""
"2015-12-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","24.5",""
"2015-12-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","40.3",""
"2015-12-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","38.6",""
"2015-12-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","30.7",""
"2015-12-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","18.8",""
"2015-12-01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.9",""
"2015-12-01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.4",""
"2015-12-01","Hungary","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","14.7",""
"2015-12-01","Malta","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.8",""
"2015-12-01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.2",""
"2015-12-01","Austria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.4",""
"2015-12-01","Poland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.6",""
"2015-12-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","30.2",""
"2015-12-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.9",""
"2015-12-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.8",""
"2015-12-01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.3",""
"2015-12-01","Finland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.7",""
"2015-12-01","Sweden","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.6",""
"2015-12-01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.4",""
"2015-12-01","Iceland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","7.2",""
